,Scenario,Datetime,Region,Technology,Cost,Value
404,scenario1,2025,reg1,Oil_PP,fixed_cost,0.0
405,scenario1,2026,reg1,Oil_PP,fixed_cost,0.0
406,scenario1,2027,reg1,Oil_PP,fixed_cost,0.0
407,scenario1,2028,reg1,Oil_PP,fixed_cost,0.0
408,scenario1,2029,reg1,Oil_PP,fixed_cost,0.0
409,scenario1,2030,reg1,Oil_PP,fixed_cost,0.0
410,scenario1,2031,reg1,Oil_PP,fixed_cost,0.0
411,scenario1,2032,reg1,Oil_PP,fixed_cost,0.0
412,scenario1,2033,reg1,Oil_PP,fixed_cost,0.0
413,scenario1,2034,reg1,Oil_PP,fixed_cost,0.0
414,scenario1,2035,reg1,Oil_PP,fixed_cost,0.0
415,scenario1,2036,reg1,Oil_PP,fixed_cost,0.0
416,scenario1,2037,reg1,Oil_PP,fixed_cost,0.0
417,scenario1,2038,reg1,Oil_PP,fixed_cost,0.0
418,scenario1,2039,reg1,Oil_PP,fixed_cost,0.0
419,scenario1,2040,reg1,Oil_PP,fixed_cost,0.0
420,scenario1,2020,reg1,NG_PP,fixed_cost,0.0
421,scenario1,2021,reg1,NG_PP,fixed_cost,0.0
422,scenario1,2022,reg1,NG_PP,fixed_cost,0.0
423,scenario1,2023,reg1,NG_PP,fixed_cost,0.0
424,scenario1,2024,reg1,NG_PP,fixed_cost,0.0
